trip_id,year,month,season,origin_country,destination_country,travel_purpose,traveler_type,num_travelers,duration_nights
TRP0002882,2023,10,Autumn (Sep-Nov),France,UK,Leisure/Tourism,Solo,1,11
TRP0002883,2021,9,Spring (Mar-May),Spain,UK,Family Visit,Couple,1,8
TRP0002884,2019,8,Summer (Jun-Aug),USA,Indonesia,Leisure/Tourism,Solo,1,7
TRP0002885,2019,2,Summer (Jun-Aug),Japan,Morocco,Medical Tourism,Family,3,19
TRP0002886,2019,10,Spring (Mar-May),France,Singapore,Religious/Pilgrimage,Couple,2,15
TRP0002887,2024,2,Spring (Mar-May),Mexico,Spain,Family Visit,Group Tour,29,13
TRP0002888,2023,8,Winter (Dec-Feb),Mexico,USA,Leisure/Tourism,Family,5,16
TRP0002889,2023,8,Summer (Jun-Aug),Pakistan,UK,Cultural Exchange,Family,4,16
TRP0002890,2022,11,Summer (Jun-Aug),China,Singapore,Family Visit,Family,5,9
TRP0002891,2023,4,Autumn (Sep-Nov),Spain,USA,Business,Solo,1,4
TRP0002892,2019,1,Spring (Mar-May),Australia,Egypt,Religious/Pilgrimage,Family,4,15
TRP0002893,2023,7,Winter (Dec-Feb),South Korea,Thailand,Leisure/Tourism,Group Tour,21,7
TRP0002894,2024,12,Autumn (Sep-Nov),Japan,Egypt,Business,Couple,2,3
TRP0002895,2023,3,Spring (Mar-May),Russia,UAE,Adventure/Sports,Couple,1,14
TRP0002896,2019,1,Spring (Mar-May),Italy,Indonesia,Cultural Exchange,Couple,2,19
TRP0002897,2023,12,Autumn (Sep-Nov),Germany,Spain,Leisure/Tourism,Family,6,6
TRP0002898,2019,7,Winter (Dec-Feb),UK,Spain,Leisure/Tourism,Couple,2,8
TRP0002899,2023,6,Winter (Dec-Feb),Pakistan,Maldives,Education,Couple,1,35
TRP0002900,2020,3,Winter (Dec-Feb),Turkey,Egypt,Religious/Pilgrimage,Couple,2,19
TRP0002901,2021,6,Spring (Mar-May),Mexico,New Zealand,Business,Family,3,6
TRP0002902,2024,6,Winter (Dec-Feb),Brazil,Morocco,Business,Solo,1,5
TRP0002903,2024,11,Spring (Mar-May),France,France,Leisure/Tourism,Group Tour,22,12
TRP0002904,2020,7,Autumn (Sep-Nov),Germany,Thailand,Family Visit,Solo,1,19
TRP0002905,2023,2,Summer (Jun-Aug),Turkey,Egypt,Business,Group Tour,8,2
TRP0002906,2024,4,Autumn (Sep-Nov),China,Italy,Business,Business Traveler,1,4
TRP0002907,2020,9,Winter (Dec-Feb),Pakistan,UK,Leisure/Tourism,Family,6,4
TRP0002908,2023,4,Spring (Mar-May),Canada,Greece,Leisure/Tourism,Family,6,9
TRP0002909,2022,10,Winter (Dec-Feb),China,UAE,Business,Family,4,5
TRP0002910,2024,4,Autumn (Sep-Nov),Russia,Malaysia,Leisure/Tourism,Group Tour,18,12
TRP0002911,2023,12,Spring (Mar-May),Brazil,France,Education,Business Traveler,1,146
TRP0002912,2024,6,Autumn (Sep-Nov),UK,Japan,Honeymoon,Family,3,18
TRP0002913,2022,9,Autumn (Sep-Nov),Saudi Arabia,Singapore,Family Visit,Couple,2,20
TRP0002914,2022,8,Summer (Jun-Aug),Pakistan,Italy,Business,Business Traveler,1,2
TRP0002915,2020,3,Winter (Dec-Feb),USA,UAE,Leisure/Tourism,Solo,1,8
TRP0002916,2024,10,Autumn (Sep-Nov),Pakistan,Thailand,Leisure/Tourism,Couple,2,14
TRP0002917,2022,9,Winter (Dec-Feb),Canada,Canada,Digital Nomad,Family,5,14
TRP0002918,2020,6,Summer (Jun-Aug),Spain,UK,Business,Couple,2,5
TRP0002919,2022,8,Summer (Jun-Aug),Italy,Singapore,Adventure/Sports,Couple,1,20
TRP0002920,2024,8,Summer (Jun-Aug),Australia,Egypt,Leisure/Tourism,Backpacker,1,6
TRP0002921,2023,11,Summer (Jun-Aug),Australia,Maldives,Medical Tourism,Couple,1,26
TRP0002922,2023,3,Winter (Dec-Feb),Turkey,Spain,Leisure/Tourism,Family,5,15
TRP0002923,2019,12,Autumn (Sep-Nov),Netherlands,Greece,Business,Solo,1,2
TRP0002924,2021,9,Summer (Jun-Aug),India,New Zealand,Religious/Pilgrimage,Family,5,17
TRP0002925,2023,3,Summer (Jun-Aug),China,UAE,Family Visit,Business Traveler,1,11
TRP0002926,2024,9,Winter (Dec-Feb),USA,USA,Religious/Pilgrimage,Family,5,20
TRP0002927,2022,9,Autumn (Sep-Nov),Russia,UAE,Family Visit,Group Tour,27,5
TRP0002928,2019,12,Summer (Jun-Aug),Saudi Arabia,USA,Business,Family,4,4
TRP0002929,2022,11,Summer (Jun-Aug),Brazil,Thailand,Leisure/Tourism,Family,6,12
TRP0002930,2022,3,Autumn (Sep-Nov),China,Italy,Medical Tourism,Business Traveler,1,17
TRP0002931,2022,9,Autumn (Sep-Nov),Netherlands,France,Medical Tourism,Family,3,26
TRP0002932,2019,1,Winter (Dec-Feb),Pakistan,Indonesia,Business,Family,6,5
TRP0002933,2020,8,Spring (Mar-May),Brazil,France,Business,Group Tour,13,3
TRP0002934,2023,1,Winter (Dec-Feb),Turkey,Japan,Business,Solo,1,4
TRP0002935,2023,5,Summer (Jun-Aug),Canada,Maldives,Leisure/Tourism,Couple,2,6
TRP0002936,2024,12,Winter (Dec-Feb),France,Turkey,Family Visit,Couple,1,19
TRP0002937,2021,10,Autumn (Sep-Nov),China,Morocco,Religious/Pilgrimage,Group Tour,21,14
TRP0002938,2019,8,Autumn (Sep-Nov),China,UK,Religious/Pilgrimage,Family,4,8
TRP0002939,2023,12,Spring (Mar-May),Japan,Maldives,Leisure/Tourism,Solo,1,4
TRP0002940,2023,2,Autumn (Sep-Nov),Netherlands,Spain,Business,Family,4,6
TRP0002941,2021,4,Spring (Mar-May),Russia,Malaysia,Business,Group Tour,17,5
TRP0002942,2024,8,Summer (Jun-Aug),Brazil,Italy,Medical Tourism,Family,3,17
TRP0002943,2021,7,Spring (Mar-May),Saudi Arabia,Spain,Medical Tourism,Solo,1,20
TRP0002944,2024,9,Autumn (Sep-Nov),Germany,Maldives,Family Visit,Group Tour,17,8
TRP0002945,2023,1,Spring (Mar-May),Turkey,Canada,Business,Solo,1,4
TRP0002946,2022,10,Autumn (Sep-Nov),South Korea,Indonesia,Leisure/Tourism,Backpacker,1,18
TRP0002947,2020,10,Spring (Mar-May),Australia,UK,Adventure/Sports,Couple,1,3
TRP0002948,2023,11,Spring (Mar-May),Turkey,UK,Family Visit,Business Traveler,1,6
TRP0002949,2024,7,Spring (Mar-May),France,Singapore,Cultural Exchange,Solo,1,16
TRP0002950,2022,1,Summer (Jun-Aug),Brazil,Italy,Religious/Pilgrimage,Couple,1,9
TRP0002951,2021,12,Winter (Dec-Feb),Australia,Maldives,Leisure/Tourism,Family,4,5
TRP0002952,2023,3,Winter (Dec-Feb),China,USA,Leisure/Tourism,Solo,1,3
TRP0002953,2024,7,Spring (Mar-May),Turkey,New Zealand,Leisure/Tourism,Solo,1,15
TRP0002954,2021,2,Autumn (Sep-Nov),South Korea,New Zealand,Religious/Pilgrimage,Backpacker,2,9
TRP0002955,2023,4,Summer (Jun-Aug),Mexico,Thailand,Religious/Pilgrimage,Couple,1,7
TRP0002956,2020,12,Summer (Jun-Aug),UK,Greece,Leisure/Tourism,Business Traveler,1,16
TRP0002957,2022,11,Autumn (Sep-Nov),UK,Maldives,Business,Group Tour,23,5
TRP0002958,2023,9,Winter (Dec-Feb),Netherlands,Turkey,Leisure/Tourism,Business Traveler,1,20
TRP0002959,2024,3,Winter (Dec-Feb),India,Egypt,Business,Business Traveler,1,2
TRP0002960,2022,1,Autumn (Sep-Nov),Canada,France,Adventure/Sports,Couple,1,20
TRP0002961,2020,3,Spring (Mar-May),UK,Japan,Education,Couple,1,173
TRP0002962,2023,3,Autumn (Sep-Nov),Netherlands,Australia,Adventure/Sports,Business Traveler,1,13
TRP0002963,2023,12,Spring (Mar-May),Saudi Arabia,UAE,Medical Tourism,Family,3,18
TRP0002964,2024,9,Winter (Dec-Feb),Germany,USA,Honeymoon,Couple,1,8
TRP0002965,2019,7,Spring (Mar-May),Russia,Greece,Digital Nomad,Business Traveler,1,17
TRP0002966,2023,4,Summer (Jun-Aug),China,USA,Education,Couple,2,55
TRP0002967,2024,8,Autumn (Sep-Nov),Pakistan,UAE,Business,Family,4,3
TRP0002968,2019,10,Autumn (Sep-Nov),Saudi Arabia,Maldives,Leisure/Tourism,Backpacker,1,20
TRP0002969,2023,7,Spring (Mar-May),Japan,Italy,Leisure/Tourism,Family,3,3
TRP0002970,2023,11,Autumn (Sep-Nov),Saudi Arabia,Malaysia,Religious/Pilgrimage,Family,4,10
TRP0002971,2023,3,Winter (Dec-Feb),Canada,Japan,Honeymoon,Couple,2,10
TRP0002972,2022,12,Autumn (Sep-Nov),Russia,UK,Business,Family,4,6
TRP0002973,2024,8,Spring (Mar-May),Canada,Canada,Business,Couple,1,2
TRP0002974,2023,6,Autumn (Sep-Nov),Netherlands,Spain,Business,Family,3,5
TRP0002975,2023,12,Spring (Mar-May),Netherlands,Switzerland,Leisure/Tourism,Backpacker,2,9
TRP0002976,2024,11,Autumn (Sep-Nov),UK,Canada,Cultural Exchange,Couple,1,3
TRP0002977,2024,11,Summer (Jun-Aug),Italy,Maldives,Honeymoon,Group Tour,26,18
TRP0002978,2019,5,Autumn (Sep-Nov),UK,Malaysia,Religious/Pilgrimage,Family,3,18
TRP0002979,2022,3,Winter (Dec-Feb),Italy,Turkey,Leisure/Tourism,Backpacker,2,13
TRP0002980,2024,11,Autumn (Sep-Nov),Italy,UAE,Religious/Pilgrimage,Group Tour,8,14
TRP0002981,2021,3,Autumn (Sep-Nov),India,Malaysia,Religious/Pilgrimage,Couple,1,15
TRP0002982,2021,10,Winter (Dec-Feb),Pakistan,UK,Education,Business Traveler,1,98
TRP0002983,2022,12,Autumn (Sep-Nov),Saudi Arabia,Japan,Leisure/Tourism,Business Traveler,1,15
TRP0002984,2019,3,Autumn (Sep-Nov),India,Spain,Leisure/Tourism,Group Tour,28,5
TRP0002985,2020,9,Winter (Dec-Feb),Italy,France,Religious/Pilgrimage,Group Tour,22,13
TRP0002986,2021,12,Summer (Jun-Aug),Australia,Thailand,Adventure/Sports,Family,3,7
TRP0002987,2019,3,Autumn (Sep-Nov),China,Spain,Education,Family,3,135
TRP0002988,2024,5,Autumn (Sep-Nov),China,UAE,Digital Nomad,Family,4,63
TRP0002989,2024,3,Autumn (Sep-Nov),Germany,Greece,Family Visit,Family,3,17
TRP0002990,2023,10,Spring (Mar-May),Japan,Turkey,Business,Group Tour,17,4
TRP0002991,2024,5,Spring (Mar-May),India,New Zealand,Medical Tourism,Business Traveler,1,19
TRP0002992,2021,5,Summer (Jun-Aug),Australia,Indonesia,Adventure/Sports,Family,4,3
TRP0002993,2021,7,Summer (Jun-Aug),China,Italy,Leisure/Tourism,Couple,1,9
TRP0002994,2023,1,Summer (Jun-Aug),France,Turkey,Leisure/Tourism,Business Traveler,1,12
TRP0002995,2022,11,Autumn (Sep-Nov),USA,Japan,Leisure/Tourism,Group Tour,22,12
TRP0002996,2022,8,Spring (Mar-May),Australia,Indonesia,Family Visit,Business Traveler,1,3
TRP0002997,2022,6,Autumn (Sep-Nov),Netherlands,Switzerland,Adventure/Sports,Solo,1,11
TRP0002998,2024,9,Spring (Mar-May),Netherlands,Morocco,Leisure/Tourism,Family,3,9
TRP0002999,2021,10,Spring (Mar-May),Japan,Canada,Leisure/Tourism,Solo,1,6
TRP0003000,2023,12,Spring (Mar-May),UAE,Japan,Business,Family,4,3
TRP0003001,2024,10,Spring (Mar-May),South Korea,New Zealand,Honeymoon,Backpacker,2,20
TRP0003002,2024,6,Winter (Dec-Feb),Spain,Switzerland,Family Visit,Family,4,12
TRP0003003,2020,3,Autumn (Sep-Nov),Spain,Maldives,Business,Backpacker,2,3
TRP0003004,2023,5,Summer (Jun-Aug),USA,Egypt,Honeymoon,Solo,1,10
TRP0003005,2020,2,Summer (Jun-Aug),UK,Maldives,Business,Couple,1,3
TRP0003006,2021,5,Spring (Mar-May),China,UAE,Medical Tourism,Group Tour,13,19
TRP0003007,2019,9,Summer (Jun-Aug),China,Italy,Leisure/Tourism,Solo,1,5
TRP0003008,2024,11,Autumn (Sep-Nov),China,UK,Leisure/Tourism,Family,3,10
TRP0003009,2022,5,Summer (Jun-Aug),UK,Turkey,Leisure/Tourism,Family,3,20
TRP0003010,2024,4,Spring (Mar-May),India,Japan,Leisure/Tourism,Family,4,3
TRP0003011,2022,10,Spring (Mar-May),Canada,New Zealand,Business,Family,5,3
TRP0003012,2024,4,Winter (Dec-Feb),France,Morocco,Leisure/Tourism,Couple,2,11
TRP0003013,2019,1,Summer (Jun-Aug),Canada,Singapore,Family Visit,Couple,2,7
TRP0003014,2024,5,Autumn (Sep-Nov),Mexico,Spain,Medical Tourism,Couple,2,12
TRP0003015,2019,3,Spring (Mar-May),Netherlands,Malaysia,Business,Group Tour,24,6
TRP0003016,2019,9,Winter (Dec-Feb),China,Switzerland,Leisure/Tourism,Solo,1,11
TRP0003017,2023,8,Summer (Jun-Aug),Spain,Switzerland,Leisure/Tourism,Business Traveler,1,17
TRP0003018,2020,7,Summer (Jun-Aug),USA,Australia,Business,Couple,2,6
TRP0003019,2021,7,Autumn (Sep-Nov),India,Singapore,Leisure/Tourism,Group Tour,9,3
TRP0003020,2024,9,Summer (Jun-Aug),Pakistan,Maldives,Leisure/Tourism,Couple,2,3
TRP0003021,2023,5,Winter (Dec-Feb),Spain,Greece,Leisure/Tourism,Couple,2,19
TRP0003022,2019,4,Autumn (Sep-Nov),Germany,Indonesia,Cultural Exchange,Couple,1,14
TRP0003023,2022,12,Spring (Mar-May),Japan,Japan,Education,Couple,2,36
TRP0003024,2021,5,Summer (Jun-Aug),Germany,Singapore,Family Visit,Group Tour,16,20
TRP0003025,2024,9,Spring (Mar-May),Netherlands,Indonesia,Leisure/Tourism,Solo,1,8
TRP0003026,2023,12,Summer (Jun-Aug),Japan,Morocco,Leisure/Tourism,Family,6,20
TRP0003027,2022,6,Spring (Mar-May),Saudi Arabia,Singapore,Adventure/Sports,Family,6,20
TRP0003028,2023,12,Autumn (Sep-Nov),Japan,Morocco,Leisure/Tourism,Couple,1,8
TRP0003029,2022,5,Winter (Dec-Feb),Netherlands,Malaysia,Leisure/Tourism,Family,3,6
TRP0003030,2021,8,Autumn (Sep-Nov),Japan,Australia,Business,Group Tour,28,2
TRP0003031,2019,3,Winter (Dec-Feb),Japan,Greece,Leisure/Tourism,Group Tour,13,17
TRP0003032,2023,6,Summer (Jun-Aug),France,Turkey,Medical Tourism,Family,3,17
TRP0003033,2020,4,Summer (Jun-Aug),Brazil,Turkey,Business,Couple,1,6
TRP0003034,2019,8,Summer (Jun-Aug),China,Greece,Business,Family,6,3
TRP0003035,2023,5,Spring (Mar-May),France,Maldives,Medical Tourism,Business Traveler,1,11
TRP0003036,2022,9,Winter (Dec-Feb),France,Malaysia,Leisure/Tourism,Solo,1,8
TRP0003037,2021,6,Winter (Dec-Feb),Germany,France,Religious/Pilgrimage,Couple,1,10
TRP0003038,2023,9,Autumn (Sep-Nov),Germany,Maldives,Family Visit,Couple,2,13
TRP0003039,2024,12,Summer (Jun-Aug),Italy,Canada,Education,Group Tour,24,100
TRP0003040,2023,6,Autumn (Sep-Nov),Russia,Greece,Medical Tourism,Solo,1,29
TRP0003041,2023,11,Winter (Dec-Feb),France,France,Leisure/Tourism,Couple,1,7
TRP0003042,2023,2,Autumn (Sep-Nov),Germany,Spain,Family Visit,Couple,1,8
TRP0003043,2022,1,Winter (Dec-Feb),China,Egypt,Family Visit,Couple,2,20
TRP0003044,2024,2,Winter (Dec-Feb),Mexico,France,Medical Tourism,Couple,1,11
TRP0003045,2022,1,Winter (Dec-Feb),India,New Zealand,Leisure/Tourism,Group Tour,24,17
TRP0003046,2024,9,Summer (Jun-Aug),India,France,Leisure/Tourism,Group Tour,19,4
TRP0003047,2019,2,Autumn (Sep-Nov),Pakistan,Turkey,Business,Business Traveler,1,5
TRP0003048,2022,6,Spring (Mar-May),South Korea,UK,Religious/Pilgrimage,Family,5,5
TRP0003049,2020,11,Spring (Mar-May),Canada,Maldives,Cultural Exchange,Backpacker,1,11
TRP0003050,2019,6,Summer (Jun-Aug),South Korea,New Zealand,Medical Tourism,Family,5,25
TRP0003051,2022,5,Autumn (Sep-Nov),China,Japan,Leisure/Tourism,Family,4,8
TRP0003052,2022,3,Winter (Dec-Feb),South Korea,Australia,Religious/Pilgrimage,Business Traveler,1,16
TRP0003053,2024,5,Summer (Jun-Aug),Canada,Thailand,Leisure/Tourism,Couple,1,13
TRP0003054,2023,11,Summer (Jun-Aug),Germany,Malaysia,Business,Group Tour,22,6
TRP0003055,2023,12,Spring (Mar-May),Mexico,Indonesia,Business,Group Tour,16,6
TRP0003056,2024,7,Spring (Mar-May),Canada,Italy,Religious/Pilgrimage,Couple,1,8
TRP0003057,2021,10,Summer (Jun-Aug),Russia,Japan,Business,Group Tour,25,4
TRP0003058,2023,6,Winter (Dec-Feb),France,France,Honeymoon,Group Tour,15,9
TRP0003059,2023,11,Summer (Jun-Aug),USA,Thailand,Business,Couple,1,3
TRP0003060,2023,12,Autumn (Sep-Nov),China,Italy,Digital Nomad,Family,3,71
TRP0003061,2024,1,Winter (Dec-Feb),Australia,New Zealand,Education,Family,6,98
TRP0003062,2024,10,Autumn (Sep-Nov),UAE,Switzerland,Business,Family,6,4
TRP0003063,2024,9,Summer (Jun-Aug),UAE,France,Religious/Pilgrimage,Group Tour,23,16
TRP0003064,2023,11,Summer (Jun-Aug),China,UK,Religious/Pilgrimage,Solo,1,6
TRP0003065,2024,1,Winter (Dec-Feb),Pakistan,Switzerland,Business,Business Traveler,1,6
TRP0003066,2024,1,Autumn (Sep-Nov),Pakistan,UK,Leisure/Tourism,Business Traveler,1,18
TRP0003067,2024,4,Winter (Dec-Feb),Spain,New Zealand,Leisure/Tourism,Couple,2,15
TRP0003068,2022,1,Winter (Dec-Feb),Spain,Australia,Leisure/Tourism,Couple,2,9
TRP0003069,2023,1,Autumn (Sep-Nov),Mexico,Indonesia,Adventure/Sports,Backpacker,2,3
TRP0003070,2021,2,Autumn (Sep-Nov),Pakistan,Italy,Religious/Pilgrimage,Backpacker,1,15
TRP0003071,2019,11,Winter (Dec-Feb),Mexico,Australia,Cultural Exchange,Solo,1,4
TRP0003072,2024,1,Autumn (Sep-Nov),Brazil,Turkey,Leisure/Tourism,Group Tour,9,6
TRP0003073,2022,1,Summer (Jun-Aug),Germany,Japan,Leisure/Tourism,Family,4,8
TRP0003074,2021,8,Summer (Jun-Aug),Pakistan,Greece,Business,Group Tour,9,5
TRP0003075,2020,5,Spring (Mar-May),China,Australia,Education,Backpacker,1,141
TRP0003076,2024,12,Summer (Jun-Aug),UAE,Singapore,Education,Family,6,43
TRP0003077,2022,8,Winter (Dec-Feb),France,Japan,Business,Couple,2,5
TRP0003078,2022,11,Summer (Jun-Aug),South Korea,France,Business,Couple,1,4
TRP0003079,2024,3,Summer (Jun-Aug),Australia,France,Digital Nomad,Group Tour,9,32
TRP0003080,2019,9,Autumn (Sep-Nov),India,Australia,Digital Nomad,Family,6,77
TRP0003081,2022,7,Spring (Mar-May),Canada,Italy,Leisure/Tourism,Family,4,16
TRP0003082,2024,10,Summer (Jun-Aug),Pakistan,USA,Medical Tourism,Solo,1,21
TRP0003083,2022,3,Spring (Mar-May),Australia,Switzerland,Leisure/Tourism,Group Tour,26,6
TRP0003084,2019,2,Spring (Mar-May),Canada,Italy,Leisure/Tourism,Solo,1,9
TRP0003085,2024,11,Summer (Jun-Aug),Russia,Malaysia,Medical Tourism,Family,6,9
TRP0003086,2019,4,Spring (Mar-May),South Korea,Thailand,Leisure/Tourism,Solo,1,15
TRP0003087,2022,5,Spring (Mar-May),Brazil,France,Business,Solo,1,5
TRP0003088,2023,8,Summer (Jun-Aug),Turkey,France,Family Visit,Business Traveler,1,19
TRP0003089,2021,12,Autumn (Sep-Nov),Saudi Arabia,Singapore,Religious/Pilgrimage,Family,6,12
TRP0003090,2020,1,Spring (Mar-May),Mexico,New Zealand,Business,Backpacker,1,6
TRP0003091,2023,1,Summer (Jun-Aug),Brazil,Japan,Religious/Pilgrimage,Group Tour,16,7
TRP0003092,2019,8,Spring (Mar-May),Mexico,USA,Family Visit,Couple,2,14
TRP0003093,2024,2,Spring (Mar-May),Russia,Japan,Education,Group Tour,19,36
TRP0003094,2024,6,Winter (Dec-Feb),Italy,Egypt,Business,Couple,1,4
TRP0003095,2023,10,Winter (Dec-Feb),Netherlands,Indonesia,Leisure/Tourism,Business Traveler,1,9
TRP0003096,2019,7,Winter (Dec-Feb),Turkey,Indonesia,Education,Business Traveler,1,174
TRP0003097,2023,2,Summer (Jun-Aug),UAE,Morocco,Leisure/Tourism,Couple,2,20
TRP0003098,2022,6,Winter (Dec-Feb),Germany,Malaysia,Family Visit,Business Traveler,1,14
TRP0003099,2023,8,Autumn (Sep-Nov),Pakistan,Morocco,Business,Family,6,6
TRP0003100,2023,9,Autumn (Sep-Nov),USA,Singapore,Adventure/Sports,Group Tour,15,8
TRP0003101,2024,1,Spring (Mar-May),France,UAE,Leisure/Tourism,Solo,1,16
TRP0003102,2019,6,Autumn (Sep-Nov),Netherlands,Egypt,Family Visit,Solo,1,3
TRP0003103,2024,12,Spring (Mar-May),China,Maldives,Cultural Exchange,Solo,1,10
TRP0003104,2024,4,Autumn (Sep-Nov),France,Australia,Leisure/Tourism,Business Traveler,1,3
TRP0003105,2023,11,Summer (Jun-Aug),France,Spain,Cultural Exchange,Family,6,5
TRP0003106,2019,10,Winter (Dec-Feb),Brazil,Morocco,Business,Family,4,2
TRP0003107,2023,12,Summer (Jun-Aug),Mexico,Australia,Cultural Exchange,Business Traveler,1,10
TRP0003108,2023,12,Spring (Mar-May),Japan,Italy,Business,Business Traveler,1,3
TRP0003109,2021,12,Autumn (Sep-Nov),Japan,France,Leisure/Tourism,Backpacker,1,16
TRP0003110,2019,8,Spring (Mar-May),Netherlands,Japan,Cultural Exchange,Backpacker,2,19
TRP0003111,2022,4,Autumn (Sep-Nov),Turkey,Thailand,Leisure/Tourism,Couple,2,17
TRP0003112,2021,8,Winter (Dec-Feb),UK,Turkey,Business,Solo,1,5
TRP0003113,2019,7,Spring (Mar-May),South Korea,Indonesia,Education,Business Traveler,1,97
TRP0003114,2022,10,Winter (Dec-Feb),Netherlands,Turkey,Family Visit,Solo,1,10
TRP0003115,2023,9,Summer (Jun-Aug),Germany,UAE,Business,Business Traveler,1,5
TRP0003116,2022,8,Spring (Mar-May),Turkey,Greece,Business,Couple,2,5
TRP0003117,2022,6,Winter (Dec-Feb),India,Turkey,Leisure/Tourism,Couple,1,17
TRP0003118,2022,4,Summer (Jun-Aug),USA,Thailand,Cultural Exchange,Business Traveler,1,5
TRP0003119,2024,7,Winter (Dec-Feb),China,Singapore,Cultural Exchange,Group Tour,10,11
TRP0003120,2023,10,Winter (Dec-Feb),South Korea,UAE,Religious/Pilgrimage,Business Traveler,1,16
TRP0003121,2023,6,Winter (Dec-Feb),Saudi Arabia,UAE,Leisure/Tourism,Family,3,9
TRP0003122,2020,12,Spring (Mar-May),UK,Spain,Business,Couple,2,4
TRP0003123,2024,1,Autumn (Sep-Nov),France,Switzerland,Adventure/Sports,Backpacker,1,10
TRP0003124,2023,8,Autumn (Sep-Nov),Japan,Morocco,Adventure/Sports,Solo,1,19
TRP0003125,2021,9,Autumn (Sep-Nov),Germany,France,Leisure/Tourism,Business Traveler,1,10
TRP0003126,2024,2,Summer (Jun-Aug),India,Spain,Religious/Pilgrimage,Business Traveler,1,17
TRP0003127,2023,1,Summer (Jun-Aug),Brazil,Malaysia,Leisure/Tourism,Business Traveler,1,11
TRP0003128,2024,4,Autumn (Sep-Nov),Mexico,USA,Leisure/Tourism,Backpacker,1,11
TRP0003129,2022,7,Spring (Mar-May),Germany,Turkey,Business,Solo,1,2
TRP0003130,2024,1,Winter (Dec-Feb),Netherlands,USA,Business,Business Traveler,1,3
TRP0003131,2019,7,Summer (Jun-Aug),Canada,Thailand,Medical Tourism,Business Traveler,1,9
TRP0003132,2023,3,Winter (Dec-Feb),Australia,Maldives,Leisure/Tourism,Couple,2,18
TRP0003133,2023,2,Winter (Dec-Feb),India,Turkey,Family Visit,Family,3,3
TRP0003134,2020,1,Autumn (Sep-Nov),Pakistan,UAE,Leisure/Tourism,Family,5,13
TRP0003135,2023,4,Winter (Dec-Feb),South Korea,Switzerland,Honeymoon,Family,6,15
TRP0003136,2024,8,Autumn (Sep-Nov),France,Morocco,Adventure/Sports,Couple,1,4
TRP0003137,2023,4,Summer (Jun-Aug),France,Switzerland,Family Visit,Business Traveler,1,19
TRP0003138,2024,1,Summer (Jun-Aug),Australia,Egypt,Religious/Pilgrimage,Family,6,17
TRP0003139,2021,2,Autumn (Sep-Nov),Japan,Indonesia,Religious/Pilgrimage,Couple,2,16
TRP0003140,2024,10,Spring (Mar-May),China,France,Business,Group Tour,28,2
TRP0003141,2024,5,Spring (Mar-May),Saudi Arabia,UAE,Business,Couple,2,5
TRP0003142,2023,12,Spring (Mar-May),UK,Thailand,Business,Solo,1,6
TRP0003143,2019,9,Winter (Dec-Feb),Japan,New Zealand,Leisure/Tourism,Business Traveler,1,4
TRP0003144,2021,2,Autumn (Sep-Nov),South Korea,UK,Business,Business Traveler,1,4
TRP0003145,2024,5,Spring (Mar-May),Turkey,Japan,Business,Group Tour,12,2
TRP0003146,2024,4,Autumn (Sep-Nov),Pakistan,Spain,Leisure/Tourism,Backpacker,1,5
TRP0003147,2024,9,Autumn (Sep-Nov),Germany,Indonesia,Family Visit,Family,6,3
TRP0003148,2019,12,Winter (Dec-Feb),China,Canada,Business,Family,4,6
TRP0003149,2021,2,Autumn (Sep-Nov),Italy,USA,Business,Couple,1,4
TRP0003150,2019,8,Spring (Mar-May),Canada,Italy,Business,Solo,1,2
TRP0003151,2022,1,Summer (Jun-Aug),Australia,Switzerland,Digital Nomad,Family,3,28
TRP0003152,2023,12,Spring (Mar-May),Saudi Arabia,Egypt,Cultural Exchange,Backpacker,1,17
TRP0003153,2021,1,Autumn (Sep-Nov),Canada,Malaysia,Religious/Pilgrimage,Business Traveler,1,7
TRP0003154,2019,2,Spring (Mar-May),Brazil,UAE,Adventure/Sports,Solo,1,17
TRP0003155,2022,5,Autumn (Sep-Nov),India,Maldives,Honeymoon,Couple,1,12
TRP0003156,2024,6,Spring (Mar-May),Mexico,Turkey,Leisure/Tourism,Backpacker,2,14
TRP0003157,2020,4,Autumn (Sep-Nov),Germany,Spain,Cultural Exchange,Couple,1,5
TRP0003158,2019,4,Autumn (Sep-Nov),Netherlands,Thailand,Business,Family,5,2
TRP0003159,2021,10,Winter (Dec-Feb),Japan,Singapore,Leisure/Tourism,Solo,1,7
TRP0003160,2023,8,Summer (Jun-Aug),Canada,Egypt,Leisure/Tourism,Family,6,19
TRP0003161,2022,11,Autumn (Sep-Nov),Saudi Arabia,Morocco,Cultural Exchange,Family,3,8
TRP0003162,2021,4,Winter (Dec-Feb),Japan,Malaysia,Education,Family,3,91
TRP0003163,2019,7,Autumn (Sep-Nov),Russia,Singapore,Leisure/Tourism,Couple,1,14
TRP0003164,2023,4,Autumn (Sep-Nov),Netherlands,Australia,Leisure/Tourism,Family,6,20
TRP0003165,2020,1,Summer (Jun-Aug),Turkey,Thailand,Leisure/Tourism,Family,6,12
TRP0003166,2019,4,Spring (Mar-May),Pakistan,USA,Business,Solo,1,2
TRP0003167,2019,11,Autumn (Sep-Nov),Mexico,Australia,Leisure/Tourism,Family,5,10
TRP0003168,2022,9,Autumn (Sep-Nov),Italy,France,Leisure/Tourism,Solo,1,13
